Name,Species,Breed,Sex,Age,County,Urgent Status,Dog Compatibility,Cat Compatibility,Kid Compatibility,Energy,Temperament,Spayed/Neutered,Vaccinated,Description,URL
Smudgie,Cat,American Shorthair / Bombay,Female,Kitten,Los Angeles County,No,Good,Good,Good,High,Submissive,Yes,Unknown,"Smudgie~  Spayed FE 2 Years. Splashy Tortoiseshell. Beautiful Gold Eyes.  Microchipped. Healthy, Smart as a Whip. Uses Paws like hands.  Likes to carry toys. Sweet and Very Affectionate. Silky Soft Fur.  Loves Children, Dogs, Cats & Kittens. She is a total 'Rock Star.'",https://post.rescueme.org/25-11-21-00359
Fuzzy Wuzzy,Cat,Russian Blue,Female,Kitten,Los Angeles County,No,Good,Good,Good,Average,Submissive,No,Yes,"Fuzzy Wuzzy~  Gorgeous FE Russian Blue. Beautiful Emerald Eyes. Silky Soft.  Sweet Natured. VERY Easy Going. Up to Date on Vaccinations. Gets along well with all People, Children, Dogs, Cats & Kittens.",https://post.rescueme.org/25-11-21-00356
Teddy Bear,Cat,American Shorthair,Male,Kitten,Los Angeles County,No,Good,Good,Good,High,Submissive,Yes,Unknown,"Teddy Bear~  Neutered Male 12 mos. Fawn Orange & White. Bronze Eyes.  Healthy, so Happy! Loves to be Held. Fetches. Says, 'Yeah.' Gives Eskimo Kisses. Loves People, Children, Dogs & Cats.  Real Cuddle Bug. Bonded Pair to Ashley aka, Momma Bear.",https://post.rescueme.org/25-11-21-00352
Ashley,Cat,Turkish Angora / Turkish Van,Male,Young Adult,Los Angeles County,No,Good,Unknown,Good,Average,Submissive,Yes,Unknown,"Ashley aka Momma Bear~  Spayed 2 year old Female LH Pastel Calico. Gorgeous Golden Eyes. Healthy, Affectionate, Easy-Going. Loves All, Children, Dogs & Cats. Very Photogenic: Our 'Pin Up Girl.' A Bonded Pair [To:Teddy Bear.]",https://post.rescueme.org/25-11-21-00347
Smudgie,Cat,American Shorthair / Bombay,Female,Young Adult,Los Angeles County,No,Good,Good,Good,High,Submissive,Yes,Unknown,"'Smudgie'~  Spayed FE 2 Years. Splashy Tortoiseshell With Beautiful Gold Eyes.  Microchipped. Healthy, Smart as a Whip. Uses her Paws like hands.  Likes to carry toys. Sweet & Very Affectionate. Silky and Soft Fur.  Loves People, Children, Dogs, Cats & Kittens. She is a 'Rock Star.'",https://post.rescueme.org/25-11-21-00342
Lilly,Cat,Domestic Cat,Female,Young Kitten,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,Lilly is a playful kitty and loves hammocks to hang out in. She loves other kitties to enjoy their company. She has been combo tested for felv and fiv and is negative and microchip with avid,https://post.rescueme.org/25-11-20-00371
Dallas,Cat,Egyptian Mau,Male,Young Kitten,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,Dallas was a bottle feeder so very sweet kitten. He has been combo tested microchip.,https://post.rescueme.org/25-11-20-00342
Maverick,Cat,Domestic Cat,Male,Young Kitten,Orange County,No,Good,Good,Unknown,Average,Average,Yes,Yes,He is rambunctious and naughty playful and loves to play. He is microchip combo test for felv and fiv and is negative.,https://post.rescueme.org/25-11-20-00340
Milo,Cat,Domestic Cat,Male,Kitten,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,He is definitely a very loving boy and will follow you around and good with children. He has been microchip combo tested for felv and fiv and is negative. All medical with documents. Milo is dog friendly too. He is very sweet kitty and totally love attention,https://post.rescueme.org/25-11-20-00329
Woody,Cat,American Shorthair / Domestic Cat,Female,Young Kitten,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,Woody is a sweetheart and she has been spayed microchip. I have all her documents. She loves to play with other cats.,https://post.rescueme.org/25-11-20-00327
ERIN YEAGER,Cat,Maine Coon / Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on ERIN YEAGER can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-11-18-00251
ATHENA GRANT,Cat,Egyptian Mau / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Submissive,Yes,Yes,All information on ATHENA GRANT can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-11-18-00168
CHARLES DARWIN,Cat,Domestic Cat,Male,Young Adult,San Bernardino County,No,Good,Good,Good,Unknown,Average,Yes,Yes,"Meet Charles Darwin!  You won't believe this, but sweet Charles has never had a home! This boy has spent his life at Save the Meow Meows! We brought him to us to get a fresh start!  With a calm and easygoing personality, Charles Darwin is like a keen observer, much like his namesake!  He's happiest in relaxed, cozy settings and gets along well with friendly feline buddies. His favorite activity? Watching the world go by from his comfy catio perch.  Though he might be a bit shy at first, a little patience and plenty of love will help Charles become the loving boy that he is!  Fun fact; Charles is a HUGE lover of Churu treats and catnip. (What cat isn't?)  Could you be the one to Finally give Charles a chance?",https://post.rescueme.org/25-11-10-00097
Kyle,Cat,Domestic Cat,Male,Young Adult,Mendocino County,No,Good,Good,Good,Average,Average,Yes,Yes,"Meet Kyle - The gentlest little soul looking for his forever home. Kyle came to us as a stray about two years ago and he's been nothing but love ever since. He is an easy, sweet nature cat who does beautifully with adults and children. He's a little shy with men at first but he warms up quickly once he knows he's safe.  Kyle is happiest as an indoor/outdoor cat. He'll curl up inside with you, then politely wait by the door when he needs to go out. He uses a litter box if needed but he also has great outside manners and prefers having access to fresh air and a bit of roaming.  The only reason we're looking for a new home for him is because our older very dominant cat has never accepted him, and we're worried it may lead to a fight. Kyle deserves a peaceful home where he can relax, explore, and be part of the family. He's gentle, affectionate, and easy to care for. He just needs a loving home where he can be himself.  If you're looking for a sweet companion who will adore you quietly and faithfully, Kyle might be your guy.  I will travel outside of our area if needed to deliver him for the right home.",https://post.rescueme.org/25-11-09-00255
Harvey,Cat,Domestic Cat,Male,Young Adult,Los Angeles County,No,Good,Good,Good,Average,Submissive,Yes,Yes,"Hello Meet Harvey , He is named after the one and only Harvey Specter , this amazing boy is the best cuddle buddy ! Loves attention and affection, he will play with his toys but prefers human interaction over everything else, he was a bottle fed bab. He will lay endlessly on your chest or lap and will give headbutts and kisses . A Velcro cat but also independent  I independently rescue so all adoption fee will go back to helping the cat(s) with essential needs and medical needs and eventually to rescue more cat(s) as we adopt out. Thank you.",https://post.rescueme.org/25-11-09-00069
Calvin,Cat,Domestic Cat,Male,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Calliope is an adorable tabby with white a white racing stripe on her nose and white paws. She is bunking with her 'twin' brother Calvin. She is so sweet and adorable and just wants to be loved on. Brother Calvin is a little more shy but once you give him some love he warms up nicely.  The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-11-08-00148
Calliope,Cat,Domestic Cat,Female,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Calliope is an adorable tabby with white a white racing stripe on her nose and white paws. She is bunking with her 'twin' brother Calvin. She is so sweet and adorable and just wants to be loved on. Brother Calvin is a little more shy but warms up once you give him some love.   The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-11-08-00147
Zach,Cat,Domestic Cat,Male,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Zach is one of 5 kittens from a semi-feral mom from a local pool shop colony. Shelby, Zach and Jackie all had�%A0nasty eye infections. Zach had one perfect eye and one very cloudy eye. �%A0After a week of eye drops and lubricating gel, Zach's affected got better but his eye is still cloudy. These kitties are super friendly.�%A0  The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-11-08-00128
Shelby,Cat,Domestic Cat,Male,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Shelby is one of 5 kittens from a semi-feral mom from a local pool shop colony. Shelby, Zach and Jackie all has nasty eye infections. Shelby originally looked like he had no eyes. After a week of eye drops and lubricating gel, Shelby's eyes got better and better. You can barely see the scars from the infection. These kitties are super friendly.�%A0  The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-11-08-00125
